area_name,market,yesterday,today,yesterday_avg,today_avg,change_abs,change_pct
FR,DayAhead,2026-03-06,2026-03-07,72.43302083333333,62.03875,-10.39427083333333,-14.35018271190194
FR,IDA1,2026-03-06,2026-03-07,77.08302083333334,64.86604166666667,-12.216979166666661,-15.849118307236374
FR,IDA2,2026-03-06,2026-03-07,84.1128125,73.81927083333333,-10.29354166666667,-12.237780857305976
FR,IDA3,2026-03-06,2026-03-07,97.498125,69.04458333333334,-28.453541666666666,-29.183680882752018
FR,IntradayVWAP,2026-03-06,2026-03-07,107.96041666666667,86.93447916666668,-21.025937499999998,-19.47559869550954
