market_pair,mean,min,max,area_name
DayAhead_to_IntradayVWAP,13.002708333333333,-4.1627083333333275,35.527395833333344,FR
DayAhead_to_IDA3,6.392425595238094,-18.147291666666675,25.06510416666667,FR
DayAhead_to_IDA2,6.1931249999999975,-3.933125000000004,14.532812499999991,FR
DayAhead_to_IDA1,2.1723660714285704,-4.12104166666667,7.201458333333328,FR
