area_name,market,yesterday,today,yesterday_avg,today_avg,change_abs,change_pct
GER,DayAhead,2026-03-06,2026-03-07,123.79895833333335,110.1634375,-13.635520833333345,-11.014245206021196
GER,IDA1,2026-03-06,2026-03-07,121.72510416666667,110.2728125,-11.452291666666667,-9.408323570613772
GER,IDA2,2026-03-06,2026-03-07,119.58635416666668,108.58729166666666,-10.999062500000022,-9.197589956351294
GER,IDA3,2026-03-06,2026-03-07,120.22270833333333,104.89916666666666,-15.32354166666667,-12.745962787812207
GER,IntradayVWAP,2026-03-06,2026-03-07,124.36562500000001,115.48895833333334,-8.876666666666665,-7.137556432226883
