market,date,price,rolling_7d_avg,rolling_7d_std,zscore_like,is_anomaly_gt_2std
DayAhead,2026-03-07,86.10109375,81.73235119047618,25.64529809377897,0.17035257471168144,False
IDA1,2026-03-07,87.56942708333334,82.16433779761905,25.634312362720575,0.2108536874027792,False
IDA2,2026-03-07,91.20328124999999,81.71189732142857,25.728463775206478,0.3689059716700964,False
IDA3,2026-03-07,86.971875,83.66357142857143,21.864402483959918,0.15131003803353843,False
IntradayVWAP,2026-03-07,101.21171875,84.46781250000001,28.84272362869765,0.5805244492701205,False
