market_pair,mean,min,max,area_name
DayAhead_to_IntradayVWAP,13.002708333333333,-4.1627083333333275,35.527395833333344,FR
DayAhead_to_IDA3,6.392425595238094,-18.147291666666675,25.06510416666667,FR
DayAhead_to_IDA2,6.1931249999999975,-3.933125000000004,14.532812499999991,FR
DayAhead_to_IDA1,2.1723660714285704,-4.12104166666667,7.201458333333328,FR
DayAhead_to_IDA1,-1.3083928571428578,-4.987500000000011,3.353020833333332,GER
DayAhead_to_IDA3,-2.5299851190476224,-28.678229166666668,17.502812500000005,GER
DayAhead_to_IDA2,-6.23403273809524,-23.728020833333332,4.236354166666672,GER
DayAhead_to_IntradayVWAP,-7.531785714285715,-39.03447916666667,5.325520833333343,GER
