market_pair,mean,min,max
DayAhead_to_IntradayVWAP,2.735461309523811,-18.96468750000001,18.047031250000003
DayAhead_to_IDA3,1.9312202380952388,-18.766458333333333,15.818177083333339
DayAhead_to_IDA1,0.4319866071428586,-4.2406770833333525,5.2772395833333405
DayAhead_to_IDA2,-0.020453869047620237,-8.242812500000014,6.351093750000004
